,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
51,0x16d754b9ede093c5642c5c631fcd0f204ec348f0,0.0,0,2,2,1,2,0.5,1.0,1,2,0.333333,0.942809,0.0,0.003629,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1
52,0xa8015120379d11602999d9caf162b7d507ca650a,0.0,4,4,2,2,2,0.5,1.0,2,1,0.0,1.0,0.0,0.002,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0,1,0
53,0xEE1a0710FcC892999D39A1710f2C16Dba1F28ae6,0.0,2,11,11,8,11,0.7273,1.0,3,2,1.0,5.09902,0.0,0.121863,1.375,0.6667,1.0,3.5,1.0,4.5,1.0,0,1,0
54,0x60F52581489e879df02d86F956Bd8C634f6f4dB9,0.0,0,9,8,6,7,0.6667,0.875,3,3,0.333333,0.471405,0.0,0.03266,1.1667,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0
55,0xaaec8b72a46be4aa4d8709ce182ed584c387e944,0.0,0,11,3,3,3,0.2727,1.0,2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0
56,0x1cce39da85ff2d5ceae92a810447b52df13f9267,0.059425,307,2015,787,1367,787,0.6784,1.0,127,97,-4.566929,6.677722,-0.000468,0.492489,0.5757,0.7638,0.127,64.204934,0.1075,30.115053,1.0,0,0,1
57,0xcf7166e9a81fdd7e12f1f2ecd5da8590ad28185a,0.0,5,3,2,1,2,0.3333,1.0,1,1,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.5,0.2,0.0,1.0,0,1,0
58,0x587d6669a2743a1d6094f150006f56f85b5aade3,0.0,2,19,15,15,15,0.7895,1.0,14,13,0.0,0.377964,0.0,3.8e-05,1.0,0.9286,1.5,2.054805,1.5,2.828427,1.0,0,0,1
59,0x39F11A8A601CC962ac26219596aF3750aA4395C2,0.0,1,4,1,1,1,0.25,1.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0,0,1
60,0x68387152Da230EC518154Ae8e74bdA3BE4070049,0.5,225,251,0,1,0,0.004,0.0,1,0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0178,106.954137,0.0,0.0,0.0,0,0,1
61,0x8e1ec1c28c3b3bf07ac66bc632c9f2876fbe8055,0.0,4,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
62,0x4d54be5a62f5d9fcf4b17c7ab6e68822c142ec6b,0.0,35,215,144,53,144,0.2465,1.0,26,15,3.37037,23.300212,-0.0,4.816118,2.717,0.5385,0.3429,12.893528,0.3429,8.953584,0.9333,0,0,1
63,0x184c8624d79f41eff9b3a702737ee86eeef80e67,0.058,256,97,26,67,26,0.6907,1.0,18,11,-2.277778,4.226971,-0.003222,0.139048,0.3881,0.6111,0.0625,9.529354,0.0508,1.797434,1.0,0,1,0
64,0x33d6461a9dba4c234fc01bc4a2df59bf26720e66,3.637793,72,49,18,23,18,0.4694,1.0,5,5,-1.0,2.19089,-0.727559,9.88234,0.7826,1.0,0.2222,2.585265,0.125,1.247219,1.0,0,0,1
65,0x69644dad199c1973ae660ddbd86bfec1109c06a7,0.006011,1,7,0,6,0,0.8571,0.0,3,0,-2.0,1.414214,-0.002004,0.0005,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0,0,1
66,0xe67907329dafd1ff826523e3f491bec8733f7376,0.01,0,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
67,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,0.05,0,14,0,1,0,0.0714,0.0,1,0,-1.0,0.0,-0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
68,0x31e13882c45c1023d9b16c3794c1a780bb6cb88d,0.0,169,251,36,45,36,0.1793,1.0,10,10,-0.9,2.071232,0.0,1.57668,0.8,1.0,0.0533,56.177189,0.0237,5.196152,1.0,0,1,0
69,0xd111bd7ad596ed9c78ad8fdecc6e23aca63b4383,6.04,254,9,2,5,2,0.5556,1.0,4,1,-0.75,1.089725,-1.51,2.054337,0.4,0.25,0.0236,1.118034,0.0039,0.0,1.0,0,1,0
70,0x71161dfbf5bd789e38a4b4bb8706fdceb2436ab3,0.01,0,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
71,0xc6b13d41866cba306fe9ddfafd580ac8d92bfb75,0.0,0,3,2,2,2,0.6667,1.0,2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0
72,0x740e6b6f0a0165e8bb3d1cdf94862bdffbded22e,2.1e-05,0,11,2,2,2,0.1818,1.0,1,1,0.0,0.0,-2e-05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1
73,0xf53E7f01371C6fc0E1c821d3c3C8b30Be366BB6E,0.0,86,223,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349,102.29804,0.0,0.0,0.0,0,0,1
74,0x58dd96aa829353032a21c95733ce484b949b2849,0.0,1956,92,54,54,54,0.587,1.0,48,48,0.0,0.0,0.0,0.0,1.0,1.0,0.0056,6.004131,0.0046,4.2947,1.0,0,0,1
75,0x1bebbc372772817d5d11a06ee2a4eba33ab6ee65,0.0,5,31,3,29,3,0.9355,1.0,22,3,-1.181818,0.649221,0.0,0.059238,0.1034,0.1364,1.0,8.447485,0.4,0.5,1.0,0,1,0
76,0x15dbdB25f870f21eaf9105e68e249E0426DaE916,0.002,1744,242,28,31,28,0.1281,1.0,17,21,-0.088235,1.990679,-5.9e-05,8.237542,0.9032,0.2353,0.0229,7.586007,0.0057,2.039608,1.0,1,0,0
77,0x801aa94f6b13ddf90447827eb905d7591b12ec79,0.2,28,17,1,3,1,0.1765,1.0,1,1,-2.0,0.0,-0.2,0.0,0.3333,1.0,0.2143,1.213352,0.0357,0.0,1.0,0,0,1
78,0x3b1c6004e43bf49c521eb382dec02e6c3ff5272a,0.0,1317,142,57,78,57,0.5493,1.0,51,51,-0.411765,0.718835,0.0,0.0,0.7308,1.0,0.0053,23.962556,0.0038,13.979986,1.0,0,0,1
79,0xaa3e80a42e7bac1072bee7ee5ac72123969b8400,0.378887,404,12,11,8,11,0.6667,1.0,7,10,0.272727,0.616575,-0.034444,4.515153,1.375,0.8571,0.0248,0.4,0.0173,1.049781,0.7,0,0,1
80,0x08d698358b31ca6926e329879db9525504802abf,0.0,96,6,3,3,3,0.5,1.0,2,3,0.0,0.816497,0.0,8.188089,1.0,1.0,0.0417,0.866025,0.0208,0.5,1.0,0,1,0
81,0xe4c577bdec9ce0f6c54f2f82aed5b1913b71ae2f,0.0,8,119,111,76,110,0.6387,0.991,44,21,0.641509,5.432586,-0.0,0.206705,1.4474,0.2727,1.375,13.428722,1.0,14.075133,0.7143,0,1,0
82,0x6dcf8319b3c6fffd4ac6079a7cc336d1c5562f80,0.001551,0,41,0,40,0,0.9756,0.0,2,0,-20.0,4.0,-0.00078,0.000156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
83,0xa3ce9fa0f6b6649e40bc5146082661d5f0ed5d7a,0.24,187,50,23,8,23,0.16,1.0,4,5,2.5,6.626965,-0.04,0.534447,2.875,0.75,0.0588,3.340213,0.0535,1.486607,0.8,0,1,0
84,0x60e112d4e585bba817dc513bf9a03cd9b5a46fc9,0.0,0,4,2,1,2,0.25,1.0,1,2,0.5,0.5,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0
85,0xeb4844a87937c9ee3ae6c89268806c0ab5bd5dff,0.014896,0,7,0,1,0,0.1429,0.0,1,0,-1.0,0.0,-0.014896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
86,0x2c2e3baa2191cf325a28a01ff42340f2ae677572,0.0,169,417,155,216,155,0.518,1.0,31,26,-1.967742,4.934957,0.0,0.265705,0.7176,0.8387,0.142,37.96469,0.0888,12.086724,1.0,0,1,0
87,0xd3cbcbc2499269ad5d2b0f58de58628a258d938a,0.0,1,29,1,21,1,0.7241,1.0,5,1,-3.333333,2.624669,0.0,0.780602,0.0476,0.0,2.0,11.5,1.0,0.0,1.0,1,0,0
88,0x33A683a7Af55942220e4eFEC514dA11B5dc47996,0.995,84,102,83,100,83,0.9804,1.0,20,12,-0.85,14.506119,-0.04975,3.249116,0.83,0.6,0.6071,1.283378,0.4643,1.505196,0.9167,0,1,0
89,0x5b9e8728e316bbeb692d22daaab74f6cbf2c4691,0.00011,0,11,1,2,0,0.1818,0.0,2,0,-1.0,0.0,-5.5e-05,4.5e-05,0.0,0.0,7.0,1.049781,1.0,0.0,0.0,0,0,1
90,0x3f3195776df995bdd7efd702d07d5818d8a24ba6,0.020404,7,4,1,1,1,0.25,1.0,1,1,0.0,0.0,-0.020404,0.0,1.0,1.0,0.2857,0.0,0.1429,0.0,1.0,0,0,1
91,0xaafd4fc990ffa78ced015d77f04cc65842a3e78a,0.0,0,9,8,5,8,0.5556,1.0,4,5,0.6,0.489898,0.0,1.059967,1.6,1.0,1.0,0.0,1.0,0.0,0.8,0,0,1
92,0xAc504e2a9c870A48de521ed513B251B1f7116Dd9,0.0,0,9,8,8,8,0.8889,1.0,5,4,0.0,1.095445,0.0,1.239806,1.0,0.8,1.0,0.0,1.0,0.0,1.0,0,1,0
93,0x432f96e95d249351391583cef9cbda38f26238c8,0.001,2,4,0,1,0,0.25,0.0,1,0,-1.0,0.0,-0.001,0.0,0.0,0.0,1.5,0.471405,0.0,0.0,0.0,0,0,1
94,0x6f2e48F1f29D1eEfC5e512009874e8Cf1b1085c7,0.01,191,380,42,41,42,0.1079,1.0,26,21,0.037037,1.688336,-0.00037,0.004263,1.0244,0.7692,0.1047,73.004794,0.089,3.183,0.9524,0,0,1
95,0xf16d5733a31d54e828460afbf7d60aa803a61c51,2.1e-05,130,33,11,5,11,0.1515,1.0,3,8,0.545455,1.499311,-2e-06,43.975043,2.2,0.0,0.0692,1.414214,0.0615,0.484123,0.125,0,0,1
96,0xfD2Dfa00Ba5941958EaEC567e59B42c2AA9dBF70,0.00221,174,255,11,58,11,0.2275,1.0,11,5,-4.272727,4.158035,-0.000201,5.007406,0.1897,0.4545,0.0402,65.880535,0.0172,1.247219,1.0,0,0,1
97,0x089431F295b58c17C0b1754Be2e15d706e990151,1.00201,6,70,32,38,32,0.5429,1.0,31,31,-0.193548,0.395079,-0.032323,0.176673,0.8421,1.0,0.5,30.879695,0.5,12.970051,1.0,0,1,0
98,0xaf32279149101fa3f6e3d1768f051593049dcd9f,0.01,44,82,80,80,80,0.9756,1.0,12,9,0.0,20.17996,-0.000769,0.083565,1.0,0.6667,0.5909,1.812188,0.5909,1.817079,0.8889,0,0,1
99,0xfb26f75ee8c64eff75ea42ef98684b9e5c7b0d05,0.0,1,5,1,2,1,0.4,1.0,2,1,-0.5,0.5,0.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0,0,1
100,0x7340a86272757d25f58fa7a06dd1b2e53da7a7d1,0.0,79,251,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,121.5,0.0,0.0,0.0,0,0,1
101,0xc8c3f722b6a618632df615a81c73079859535224,0.0001,0,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.0001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
102,0xbdf5c4f1c1a9d7335a6a68d9aa011d5f40cf5520,0.0,0,556,390,551,390,0.991,1.0,345,267,-0.465318,0.886775,0.0,32645.292844,0.7078,0.771,1.0,0.0,1.0,0.0,0.9963,0,1,0
103,0x9e2f2dd1e3641f389673f89dc316bb00b01cd83a,0.001708,6,26,4,5,4,0.1923,1.0,3,3,-0.333333,0.471405,-0.000569,0.088873,0.8,1.0,0.6667,4.924429,0.5,0.471405,1.0,0,1,0
104,0x1a9c1c1914a20fe9ae67b25913ffb8227c5cb617,0.057898,6,4,0,3,0,0.75,0.0,3,0,-1.0,0.0,-0.019299,0.000991,0.0,0.0,0.3333,1.0,0.0,0.0,0.0,0,0,1
105,0xb919b2903e07293bc84372471a7081ecb69e8d36,0.0,4,40,24,24,24,0.6,1.0,9,10,0.0,1.809068,0.0,0.253156,1.0,0.8889,1.25,4.147288,1.25,5.3066,0.9,1,0,0
106,0xcb22b112bfb0b01ba37a5a74c2be29120e510ed6,6.8e-05,55,275,71,163,71,0.5927,1.0,134,39,-0.686567,2.250764,-1e-06,3.913143,0.4356,0.291,0.2727,17.028081,0.0364,22.5,1.0,0,0,1
107,0xe941e5d4a66123dc74886699544fbbb942f1887a,0.0,566,5,2,3,2,0.6,1.0,2,1,-0.5,0.5,0.0,0.042,0.6667,0.5,0.0053,0.471405,0.0018,0.0,1.0,0,0,1
108,0xecae6888e3ea6a2a8dbf95500a1f74dd27c3b54e,3.286517,125,224,4,6,4,0.0268,1.0,2,2,-1.0,2.0,-1.643258,38.893259,0.6667,1.0,0.04,84.110404,0.024,0.471405,1.0,0,1,0
109,0x41a5b8aa081dcd69ace566061d5b6adcb92cae1c,0.259077,287,111,19,12,19,0.1081,1.0,5,2,1.4,4.841487,-0.051815,0.156262,1.5833,0.4,0.0732,7.07876,0.0139,4.918079,1.0,0,1,0
110,0xB19ff6657A80a68c94CA3fe6AAc3B6cfd16bdcD4,0.0,101,200,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,99.0,0.0,0.0,0.0,0,0,1
111,0xe31ddd7fbcfe592c2e3d397f51feb19b5a2126f5,0.06,0,3,0,1,0,0.3333,0.0,1,0,-1.0,0.0,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
112,0xCa50d78B6B01f66496Bf9Ec61248C51647975Ab4,0.01,0,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
113,0x9ffe3a0864cCe4995A6B385B99de3644cC8d2483,0.0,1,7,7,5,6,0.7143,0.8571,4,5,0.2,0.748331,0.0,0.982642,1.2,1.0,2.0,2.5,2.0,2.5,1.0,1,0,0
