address,balance,lifetime,#investment_to_contract,#payment_from_contract,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,owner_gets_eth_Wo_investing,owner_gets_eth_investing,owner_no_eth
0xc4ce91d1AC3032Ef734bbEcd2AF41f10c0F293EF,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,178.0000,17.798256,0.0000,0.0,0,0,1
0xb4cf9076e75c4ef1d2572eb43c540ba97f89a37b,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xdf9e97970c953ff6730b155845fb7bbd5ae72abf,0.000000,1,5,5,3,2,0.000000,2.160247,0.000000,0.029439,1.0000,0.6667,2.0000,3.0,2.0000,0.5,0,1,0
0xf05a9382A4C3F29E2784502754293D88b835109C,12695.712202,0,1646,0,650,0,-2.532308,32.217908,-19.531865,259.045124,0.0000,0.0000,635.0000,19.485523,0.0000,0.0,0,0,1
0x6D85320c086aeE2eCD2693855fb2164c494fd251,10299.382357,0,765,0,655,0,-1.167939,0.508743,-15.724248,221.460506,0.0000,0.0000,23.0000,53.394031,0.0000,0.0,0,0,1
0x025abAD9e518516fdaAFBDcdB9701b37fb7eF0FA,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,70.0000,27.529164,0.0000,0.0,0,0,1
0x3f9b89dc8190f8fac46def0bdd5eacf826c50408,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x041d26dcceda7fd82898cd7dce0ae7da6031ee51,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x9719b7df211eca65b7b6509698eed98bc9112ca8,1.000000,0,1,0,1,0,-1.000000,0.0,-1.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x0f520115112f79c7aeaaac47e0b2513814c85b77,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x15866531023d19690a1c04f503b6fa8566513200,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,5.0000,1.6,0.0000,0.0,0,0,1
0x17633a41ab9af8b78317a1bd92a985f8482677f9,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,38.0000,2.020155,0.0000,0.0,0,0,1
0xcd619ad647357868dd5987b0ce4886bf61cfac32,0.070000,152,9,1,8,1,-0.888889,0.737028,-0.007778,506.034869,0.1111,0.0000,0.0592,0.471405,0.0066,0.0,0,0,1
0x437cf0bf53634e3dfa5e3eaff3104004d50fb532,0.000000,1143,94,94,77,1,0.000000,10.723805,0.000000,22.902199,1.0000,0.0000,0.0805,8.226301,0.0315,1.768203,0,0,1
0x1EB96d45C1f8FfB2c583262cE5E536D0B38F160d,0.160000,0,3,0,3,0,-1.000000,0.0,-0.053333,0.004714,0.0000,0.0000,3.0000,1.247219,0.0000,0.0,0,0,1
0x1cE7AE555139c5EF5A57CC8d814a867ee6Ee33D8,8957.965252,0,10333,0,138,0,-74.876812,804.906363,-64.912792,695.493601,0.0000,0.0000,251.0000,58.799568,0.0000,0.0,0,0,1
0x6fc21092da55b392b045ed78f4732bff3c580e2c,0.000000,913,53,6,39,3,-1.146341,1.406622,0.000000,0.736435,0.1132,0.0256,0.0296,2.564932,0.0044,0.5,1,0,0
0x432f96e95d249351391583cef9cbda38f26238c8,0.001000,0,1,0,1,0,-1.000000,0.0,-0.001000,0.0,0.0000,0.0000,3.0000,0.471405,0.0000,0.0,0,0,1
0xddb02d5917faacae0ac80cb91ca7f47fa84a55a0,0.005000,6,30,3,17,1,-1.500000,1.707825,-0.000278,0.085176,0.1000,0.0000,0.8333,3.03315,0.5000,0.0,0,0,1
0x5602Fdf0DDcb973c41a2bc7F25eb2018C35036d9,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xf41f1d6294b62be38d5a378ab0e769eb8b843228,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x99d439455991f7f4885f20c634c9a31918d366e5,0.000000,660,228,228,205,1,0.000000,15.927932,0.000000,485.425581,1.0000,0.0000,0.0712,36.1191,0.0015,0.0,0,0,1
0x96a65609a7b84e8842732deb08f56c3e21ac6f8a,-0.000004,28,2044,11,1444,1,-1.407895,2.089207,0.000000,559.792941,0.0054,0.0007,1.5000,195.856338,0.1071,3.091206,0,1,0
0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xf2031a9636371b592e7bdb19ca054e918a45eb2e,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,4.0000,1.5,0.0000,0.0,0,0,1
0xdC0c22285B61405aaE01Cba2530B6Dd5cD328da7,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,66.0000,2.264632,0.0000,0.0,0,0,1
0xa299df5d0368b75ed5230363a01a81add1151483,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,201.0000,7.013041,0.0000,0.0,0,0,1
0x0e9c4d8610aa2cf0dabdabb19920a1c810b65720,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,80.0000,5.115525,0.0000,0.0,0,0,1
0xE0D7E20c495f6bE6B69CC77c6AfdB02E00a2beAf,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x1fcE19a5b3b1f7Fe38D18619B8183694C8A54850,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x1E4a57341A07E43F7ba0Fa8C2A75dcA6DB4DB1B2,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x44a655EC055A9Ca219e5C6F90ac467c86d9f4f87,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x71d59f67bD5B7d920bf574Bda8cFFDDe00F76Dc8,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x4C786bB65e17f37C56f308febA9163064Faeb8F7,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x4ba2c09A8c23aA5A1B91A97Ca1fAFA0Ee056Ed81,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x2342DB18b3B5639F73003866b7875B4f5271a3B4,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x11ebb7657054338c58c076cBbC527A0df927C24d,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xa8317ef91e9e7187b479582b0e13b0bb8f494431,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x74e2a211f647a59bbfce54204f3cb109fe5819cc,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x48a6c4e778017d05916f56a227d5797c12652c21,0.000000,553,3,3,2,1,0.000000,1.0,0.000000,0.05,1.0000,0.5000,0.0090,0.4,0.0054,0.0,0,1,0
0x90bacf482bd59c7f1a829b6b3923a4caa4dd7545,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x9d66fe7409a7c13f7715eecb50e259b95fede410,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,5.0000,0.0,0.0000,0.0,0,0,1
0x3f17af8d4e950ecce6f24bfaf0e43a56d8fb3491,0.000000,0,1,1,1,1,0.000000,1.0,0.000000,0.001,1.0000,0.0000,1.0000,0.0,1.0000,0.0,1,0,0
0xafabe4280633530a015150f6acf2993112db6817,0.000000,0,1,1,1,1,0.000000,1.0,0.000000,0.001,1.0000,0.0000,1.0000,0.0,1.0000,0.0,1,0,0
0x0297c3970da02bb88a411d3665e0e2ecfad20206,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x8fa1EaD5d8d774b27d288711abE4d4258224ae26,0.152000,0,10,0,3,0,-3.333333,1.699673,-0.050667,0.035122,0.0000,0.0000,4.0000,1.658312,0.0000,0.0,0,0,1
0xedc7378a93d782e382a2c76cc6bccfa4a723549b,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x82871e14Abf646925166a7D3A88E99c225A158B3,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x1E700861dcBC06c9A93fB17e556150e120CB6F8d,0.500000,0,12,0,5,0,-2.400000,1.2,-0.100000,0.072664,0.0000,0.0000,10.0000,2.059126,0.0000,0.0,0,0,1
0x48662880680cbC66fb4c6D6d0E29865B12085eA2,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xb4b7d0c65b3618bc8706ab7b3719519ead624067,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,7.0000,2.531435,0.0000,0.0,0,0,1
0xdbc8ffcb50fb8f4ce12fff0960e6b955ac61bc95,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xaa5aa0a6422d54e614421f22b00945ffcab40477,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xc48ff50311a4c019bfe5f7f552eed87af70172b9,0.000000,1,3,1,3,1,-0.666667,0.471405,0.000000,0.065854,0.3333,0.3333,2.0000,2.5,1.0000,0.0,0,1,0
0x5f939A81B13B5490a66a3b58FdE465Ff2aB8684E,0.400000,0,2,0,2,0,-1.000000,0.0,-0.200000,0.0,0.0000,0.0000,2.0000,2.5,0.0000,0.0,0,0,1
0xf23C63AAc10E66b6f8988f1Dad4AFfFEF274b631,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x2a5fbd3d5b0320aabf05e11284ac8dcff87c2794,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x18ce0b9fedceb66e9fb7783bbddb4565232a9c22,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,4.0000,0.866025,0.0000,0.0,0,0,1
0x7Aef44E5e6930F8799559aFB046Ccd8692044f86,0.020000,0,2,0,2,0,-1.000000,0.0,-0.010000,0.0,0.0000,0.0000,3.0000,2.94392,0.0000,0.0,0,0,1
0xe94327d07fc17907b4db788e5adf2ed424addff6,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,17.0000,287.353417,0.0000,0.0,0,0,1
0x08fd34559f2ed8585d3810b4d96ab8a05c9f97c5,0.010000,1444,69,18,60,1,-0.836066,2.483918,-0.000164,1.131787,0.2609,0.0000,0.0395,2.895959,0.0104,0.4,1,0,0
0x320344d8c18b6971b3fcdbf0b12ed73578a8a622,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x163c90d093109dccaa0efb55410b105eeb9fa02d,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x1103849f41222a4c348515331f0e734d4bd9ad34,0.100000,90,743,742,591,1,-0.001689,30.529311,-0.000169,52.139732,0.9987,0.0000,0.4000,32.9562,0.3889,10.909498,0,0,1
0x3686986e559f257CfAccB44F17af5b245E45814F,411.000000,0,46,0,3,0,-15.333333,9.46338,-137.000000,79.850903,0.0000,0.0000,24.0000,17.748044,0.0000,0.0,0,0,1
0x7b7c215aebb5aef740100af0f2f41fa8ec5d1411,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xa23dfcd7a6a742d892f761496cf3b0b7bc36fe4c,0.000000,169,95,1,92,1,-1.010753,0.274141,0.000000,662.29888,0.0105,0.0000,0.2604,6.24814,0.0059,0.0,0,0,1
0x5f8c9b69a2b5290bb8d7f8f549635cea5af34205,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xbdd813fbbde7821128037f1ffb2cc33400e05a95,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x8943daE5A03801eDC328dA203a90bB78F28f873d,0.020000,0,2,0,2,0,-1.000000,0.0,-0.010000,0.0,0.0000,0.0000,2.0000,0.5,0.0000,0.0,0,0,1
0xa01d9BAfA60fbd1967bacF74B76c7e464d0F7c92,68.651500,0,52,0,13,0,-4.000000,7.092792,-5.280885,9.893847,0.0000,0.0000,52.0000,5.460997,0.0000,0.0,0,0,1
0xf30726eb4f2d187275bc645e262221506d13b3d2,0.002000,0,2,0,1,0,-2.000000,0.0,-0.002000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x71c2683152b632fa1d515a3df067825e2b240216,0.000005,112,1004,11,828,8,-1.197829,0.535311,-0.000000,175.815968,0.0110,0.0085,0.0893,69.457109,0.0893,69.267958,0,0,1
0xc191fee2585eb7b4f632a817b56cfb57c9f10b69,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x022125b1ee6de357ad437807c1e0ce4daa6c82b3,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,2.0,0.0000,0.0,0,0,1
0x8ead30dd1b8f516bcd54b534a79c86f156f47da6,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xA0FcbE081090E586b09907F225C105D435E196A5,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,4.0000,1.0,0.0000,0.0,0,0,1
0x4AF36685d35B8889A9d8801576B28b79C7AD8209,6.079000,0,32,0,12,0,-2.666667,3.815174,-0.506583,0.933774,0.0000,0.0000,13.0000,1.291758,0.0000,0.0,0,0,1
0x2307cdd65605e5030928d2014ae6abda2a2a0aa8,0.000000,123,9,4,9,2,-0.454545,1.157084,0.000000,9.728498,0.4444,0.0000,0.0569,1.726149,0.0325,0.0,0,0,1
0xd71d1864e5ec4c0754e38c5b0353cf9f883f4c5a,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x3ba02d651116dfedfb996700fee13137305714b4,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,3.0000,8.956686,0.0000,0.0,0,0,1
0x9899af5aa1efa90921d686212c87e70f4fbea035,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,41.0000,258.746868,0.0000,0.0,0,0,1
0x7cf5216e59141dd6679a4f8573f22430ef51e75b,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x66497a283e0a007ba3974e837784c6ae323447de,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,231.0000,11.969609,0.0000,0.0,0,0,1
0x44DA73162f770293853eF8e0291E6863F82739a0,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x78e875446bd39664a0119240f0d2f64e9c834810,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xe98a6257c1baf12bd03b236fc469dfe0f29e226d,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x0e7E5374f6EC469A4020d8F673e382E0442bBd23,0.020000,0,2,0,2,0,-1.000000,0.0,-0.010000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x2c41e86b5c19af863b774e0a7146923fe3952dcf,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x5e64e1265ab191e5bb94319c6e31bc18280155d7,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,0.0,0.0000,0.0,0,0,1
0xb7937873dfe37fda7a51939f220e0130379f0095,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x8Ef59B92F21f9E5f21F5f71510d1A7f87A5420bE,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,16.0000,1.130196,0.0000,0.0,0,0,1
0x3D45fd77243365Ba890f32746368a859AE6B7dc9,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x08DDf9bEFBD9d9B5a6caAB525eCf8C8CCA0b9840,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,39.0000,2.20483,0.0000,0.0,0,0,1
0xDD28848AD5eddcBAe7E9134C6ee344086665D2E0,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x6cfb72765d2673c7f830f9cdf90c248179794119,0.000000,0,2,2,1,2,0.000000,1.414214,0.000000,22.065848,1.0000,0.0000,1.0000,0.0,1.0000,0.0,0,0,1
0x80f47fdf3073c0c5489e6a579a57b1fb35e7bb34,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,0.5,0.0000,0.0,0,0,1
0xc1f78d6771c5412d48939ddf06f997b23d09a7b0,0.000000,46,1,1,1,1,0.000000,1.0,0.000000,15.0,1.0000,0.0000,0.0652,0.471405,0.0217,0.0,0,0,1
0x6a0a97e47d15aad1d132a1ac79a480e3f2079063,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,5.0000,0.894427,0.0000,0.0,0,0,1
0xb98fd93fb71f946eff248c5088e407b11443961f,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x30b4261dd2d2d9aba289672b61859483e98a9561,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x2a6b4bedadd639c31429949836481963933bb59d,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xc816463eb290e47ff512c04121142d1d85a3cdc2,0.000000,4,1,1,1,1,0.000000,1.0,0.000000,0.059,1.0000,0.0000,0.7500,4.109609,0.2500,0.0,1,0,0
0x646cec6ee42d258336165cbbd5deb4af14f0f476,0.229022,0,4,0,3,0,-1.333333,0.471405,-0.076341,0.036622,0.0000,0.0000,314.0000,4.468415,0.0000,0.0,0,0,1
0xadb6e66f41fea754ea91d46c63e5211b889aaecb,0.000000,6,58,58,48,1,0.000000,8.383658,0.000000,9.041827,1.0000,0.0000,0.6667,94.515541,0.5000,10.624918,0,0,1
0xC2D346915414047795418b16694CA0B3F01251a6,4239.735086,0,288,0,86,0,-3.348837,15.338633,-49.299245,230.376417,0.0000,0.0000,17.0000,41.112808,0.0000,0.0,0,0,1
0x70eb907cb2c51bda4e199f54d4c21b97676bb451,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x80647a3b0ea039dd077c10128558a948fc0d9276,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,11.0,0.0000,0.0,0,0,1
0x22c10728343e9d49ef25080f74a223878a3d4052,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,302.0000,37.320673,0.0000,0.0,0,0,1
0x648dfd99da4a32468c47f2aecd813c82c0884b85,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,3.0000,1.247219,0.0000,0.0,0,0,1
0xd72ead482b15197b99f74d846e8180d7f33670df,0.013025,0,40,73,3,4,8.250000,16.068214,-0.003256,17.517898,1.8250,1.0000,1.0000,0.0,1.0000,0.0,0,1,0
0x03af37073258b08ffff303e9e07e8a0b7bfc4fd9,0.000009,745,34,37,13,2,0.200000,9.210139,-0.000001,17.363745,1.0882,0.0000,0.2389,5.103115,0.0228,2.202546,0,0,1
0xcf73613e6c0a68e57b1e3c73b612a1c7376691a7,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xeE74792BD15d23A63e5357f599cBe1Ec2F898BBC,27814.846722,0,42,0,21,0,-2.000000,4.25385,-1324.516511,3117.684499,0.0000,0.0000,5.0000,13.136209,0.0000,0.0,0,0,1
0xd39ed6143d5a69a25d7fcb06b1bb554f2debaaae,0.000000,0,2,1,1,1,-1.000000,0.0,0.000000,0.0,0.5000,1.0000,1.0000,0.0,1.0000,0.0,0,1,0
0x44731a7649df116b65a805d82f25bc954f97fb38,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xf24f5ce1b6c60077ba50906ccc1674d0b38dede9,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x5cc4a441e43d11d27747aba48efed848de412d28,0.000000,1,2,2,1,1,0.000000,0.0,0.000000,0.0,1.0000,1.0000,2.0000,1.5,2.0000,0.0,0,1,0
0xd93bc824fe11d6ac608a7096b75466b6968d1b99,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,3.0000,0.471405,0.0000,0.0,0,0,1
0xbf74cc2839b4b639062e37b6ea53f3ed7964132c,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x6d4667f1c2d1ad6688176f1ed529f433969654f4,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,9.0000,6.051222,0.0000,0.0,0,0,1
0xB17694da33c2ac8B911850D823b32087a61bc9D2,53.690088,0,30,0,11,0,-2.727273,3.956374,-4.880917,8.361514,0.0000,0.0000,29.0000,1.214263,0.0000,0.0,0,0,1
0xd6a81d7a8b4d1cc947138d9e4aca5d3cde33a170,0.000005,1181,7322,1,5592,1,-1.308958,0.74738,-0.000000,425.542315,0.0001,0.0000,0.2244,117.908673,0.0008,0.0,1,0,0
0x05a0b0eadd54d13ef3fe015f2ede197a822bc8fc,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,0.5,0.0000,0.0,0,0,1
0x93e1016af21e628afb9b0d0c7ead495a5e096161,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,262.5,0.0000,0.0,0,0,1
0x753664c03482099F48320720BcC9b49D5da8a7A1,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x1bcbc935b377432224b9050211edaaf67f184f0d,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xde0fe653cf6194015dfbf132eaef832ae6193189,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x57c0c7dfa0db6812db8bfe075f9cbb4b711cdc35,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x097bdd12c9544d6205f36e9b01640567afed2259,0.000000,5,8,8,6,1,0.000000,3.295018,0.000000,0.713404,1.0000,0.0000,0.6000,2.160247,0.4000,2.0,1,0,0
0x578d2069F4b5825437305e58397ea601522aaC2A,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x5e42da2a8c7c7e1d678a9ac2fb1128d4c06daaff,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,1.5,0.0000,0.0,0,0,1
0x94Eab9cf91c882365F87eFFfAAFb2d2Dd92487bA,1.440000,0,8,0,3,0,-2.666667,0.942809,-0.480000,0.176635,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x44e4ebbfc7b33030e6b4828ff0f44bb890ec913b,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xe4ff39460ba2662f5c9b0264b17f5985ec79cd06,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0xB339cd4c8000B9e535bd17EBb301B48a05ce669f,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,0.0,0.0000,0.0,0,0,1
0x2a05d22db079bc40c2f77a1d1ff703a56e631cc1,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,288.0000,19.736838,0.0000,0.0,0,0,1
0xC6c5814FaDa23b09eDa0C60B69ad246281547717,0.020000,0,2,0,2,0,-1.000000,0.0,-0.010000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x173bddd4f27a7737a86b2918d816018701329013,0.000000,0,3,3,2,1,0.000000,2.0,0.000000,0.06,1.0000,0.5000,1.0000,0.0,1.0000,0.0,0,1,0
0x1b68c6d4a3b27aa43619750bf9d7578fd29ee6fe,0.052172,0,3,0,2,0,-1.500000,0.5,-0.026086,0.023914,0.0000,0.0000,78.0000,3.323086,0.0000,0.0,0,0,1
0xf8559183ef711b4f42873d96ed66bcad29f13e11,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,0.0,0.0000,0.0,0,0,1
0x5c37a208408c5adbb5ed0d29cfd4ad341ca708df,31.598033,172,26,1,22,1,-1.136364,0.624897,-1.436274,9.250539,0.0385,0.0455,0.0930,0.968246,0.0058,0.0,0,1,0
0x3b1bdd0d0f3b1eaad8e48ceaf7c006c898105d95,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x8aa33a7899fcc8ea5fbe6a608a109c3893a1b8b2,0,0,0,0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,169.0000,32.964353,0.0000,0.0,0,0,1
