address,balance,lifetime,tx_in,tx_out,investment_in,payment_out,investment_to_contract/tx_in,payment_from_contract/tx_out,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,owner_gets_eth_Wo_investing,owner_gets_eth_investing,owner_no_eth
0x41a5b8aa081dcd69ace566061d5b6adcb92cae1c,0.259077,287,111,19,12,19,0.1081,1.0,5,2,1.400000,4.841487,-0.051815,0.156262,1.5833,0.4000,0.0732,7.07876,0.0139,4.918079,0,1,0
0x41e5560054824ea6b0732e656e3ad64e20e94e45,0,12,9558,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,826.182738,0.0000,0.0,0,0,1
0x41f2efdcd15eadf974d8f9bea14c2936823d095f,0.007582,236,89,462,73,389,0.8202,0.842,18,28,10.896552,21.470661,-0.000261,0.039042,5.3288,0.9444,0.0381,17.590682,0.0339,106.459793,0,1,0
0x41fafb65b1514ce1177287a567002f8978d98205,0,0,1,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x4212fea9fec90236ecc51e41e2096b16ceb84555,0,59,9747,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.6271,493.316331,0.0000,0.0,0,0,1
0x422866a8f0b032c5cf1dfbdef31a20f4509562b0,49.735234,1596,7932,2205,2327,2203,0.2934,0.9991,1471,1309,-0.083727,1.25096,-0.033582,255.464329,0.9467,0.8831,0.4680,28.370193,0.1034,35.832115,0,0,1
0x42d6622dece394b54999fbd73d108123806f6a18,1.940223,68,9851,0,5,0,0.0005,0.0,5,0,-1.000000,0.0,-0.388045,0.51453,0.0000,0.0000,1.0147,173.287659,0.0000,0.0,0,0,1
0x42f1d3380cc1526eb182343dc3bdd970ce664322,0,35,9817,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9714,328.582724,0.0000,0.0,0,0,1
0x4355fc160f74328f9b383df2ec589bb3dfd82ba0,0.000000,42,9075,3898,3897,3897,0.4294,0.9997,2950,1,0.000000,71.753744,0.000000,339.11911,1.0000,0.0000,2.0714,112.682476,0.9762,114.636092,0,0,1
0x437cf0bf53634e3dfa5e3eaff3104004d50fb532,0.000000,1143,280,94,94,94,0.3357,1.0,77,1,0.000000,10.723805,0.000000,22.902199,1.0000,0.0000,0.0805,8.226301,0.0315,1.768203,0,0,1
0x43820f75f021c34ce13ded1595633ed39b79ab47,0,384,11,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0208,0.484123,0.0000,0.0,0,0,1
0x43ee79e379e7b78d871100ed696e803e7893b644,0,13,9947,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0769,1394.437406,0.0000,0.0,0,0,1
0x44197a4c44d6a059297caf6be4f7e172bd56caaf,0,23,9586,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0435,1205.676432,0.0000,0.0,0,0,1
0x442bc47357919446eabc18c7211e57a13d983469,0,20,9883,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0500,597.771216,0.0000,0.0,0,0,1
